VCC,V,C1,C1 Manner,C2,C2 Manner,SSP Status,Sonority Difference
APB,A,P,Plosive,B,Plosive,Follow,0
EPB,E,P,Plosive,B,Plosive,Follow,0
IPB,I,P,Plosive,B,Plosive,Follow,0
OPB,O,P,Plosive,B,Plosive,Follow,0
UPB,U,P,Plosive,B,Plosive,Follow,0
APT,A,P,Plosive,T,Plosive,Follow,0
EPT,E,P,Plosive,T,Plosive,Follow,0
IPT,I,P,Plosive,T,Plosive,Follow,0
OPT,O,P,Plosive,T,Plosive,Follow,0
UPT,U,P,Plosive,T,Plosive,Follow,0
APD,A,P,Plosive,D,Plosive,Follow,0
EPD,E,P,Plosive,D,Plosive,Follow,0
IPD,I,P,Plosive,D,Plosive,Follow,0
OPD,O,P,Plosive,D,Plosive,Follow,0
UPD,U,P,Plosive,D,Plosive,Follow,0
APK,A,P,Plosive,K,Plosive,Follow,0
EPK,E,P,Plosive,K,Plosive,Follow,0
IPK,I,P,Plosive,K,Plosive,Follow,0
OPK,O,P,Plosive,K,Plosive,Follow,0
UPK,U,P,Plosive,K,Plosive,Follow,0
APG,A,P,Plosive,G,Plosive,Follow,0
EPG,E,P,Plosive,G,Plosive,Follow,0
IPG,I,P,Plosive,G,Plosive,Follow,0
OPG,O,P,Plosive,G,Plosive,Follow,0
UPG,U,P,Plosive,G,Plosive,Follow,0
APQ,A,P,Plosive,Q,Plosive,Follow,0
EPQ,E,P,Plosive,Q,Plosive,Follow,0
IPQ,I,P,Plosive,Q,Plosive,Follow,0
OPQ,O,P,Plosive,Q,Plosive,Follow,0
UPQ,U,P,Plosive,Q,Plosive,Follow,0
ABP,A,B,Plosive,P,Plosive,Follow,0
EBP,E,B,Plosive,P,Plosive,Follow,0
IBP,I,B,Plosive,P,Plosive,Follow,0
OBP,O,B,Plosive,P,Plosive,Follow,0
UBP,U,B,Plosive,P,Plosive,Follow,0
ABT,A,B,Plosive,T,Plosive,Follow,0
EBT,E,B,Plosive,T,Plosive,Follow,0
IBT,I,B,Plosive,T,Plosive,Follow,0
OBT,O,B,Plosive,T,Plosive,Follow,0
UBT,U,B,Plosive,T,Plosive,Follow,0
ABD,A,B,Plosive,D,Plosive,Follow,0
EBD,E,B,Plosive,D,Plosive,Follow,0
IBD,I,B,Plosive,D,Plosive,Follow,0
OBD,O,B,Plosive,D,Plosive,Follow,0
UBD,U,B,Plosive,D,Plosive,Follow,0
ABK,A,B,Plosive,K,Plosive,Follow,0
EBK,E,B,Plosive,K,Plosive,Follow,0
IBK,I,B,Plosive,K,Plosive,Follow,0
OBK,O,B,Plosive,K,Plosive,Follow,0
UBK,U,B,Plosive,K,Plosive,Follow,0
ABG,A,B,Plosive,G,Plosive,Follow,0
EBG,E,B,Plosive,G,Plosive,Follow,0
IBG,I,B,Plosive,G,Plosive,Follow,0
OBG,O,B,Plosive,G,Plosive,Follow,0
UBG,U,B,Plosive,G,Plosive,Follow,0
ABQ,A,B,Plosive,Q,Plosive,Follow,0
EBQ,E,B,Plosive,Q,Plosive,Follow,0
IBQ,I,B,Plosive,Q,Plosive,Follow,0
OBQ,O,B,Plosive,Q,Plosive,Follow,0
UBQ,U,B,Plosive,Q,Plosive,Follow,0
ATP,A,T,Plosive,P,Plosive,Follow,0
ETP,E,T,Plosive,P,Plosive,Follow,0
ITP,I,T,Plosive,P,Plosive,Follow,0
OTP,O,T,Plosive,P,Plosive,Follow,0
UTP,U,T,Plosive,P,Plosive,Follow,0
ATB,A,T,Plosive,B,Plosive,Follow,0
ETB,E,T,Plosive,B,Plosive,Follow,0
ITB,I,T,Plosive,B,Plosive,Follow,0
OTB,O,T,Plosive,B,Plosive,Follow,0
UTB,U,T,Plosive,B,Plosive,Follow,0
ATD,A,T,Plosive,D,Plosive,Follow,0
ETD,E,T,Plosive,D,Plosive,Follow,0
ITD,I,T,Plosive,D,Plosive,Follow,0
OTD,O,T,Plosive,D,Plosive,Follow,0
UTD,U,T,Plosive,D,Plosive,Follow,0
ATK,A,T,Plosive,K,Plosive,Follow,0
ETK,E,T,Plosive,K,Plosive,Follow,0
ITK,I,T,Plosive,K,Plosive,Follow,0
OTK,O,T,Plosive,K,Plosive,Follow,0
UTK,U,T,Plosive,K,Plosive,Follow,0
ATG,A,T,Plosive,G,Plosive,Follow,0
ETG,E,T,Plosive,G,Plosive,Follow,0
ITG,I,T,Plosive,G,Plosive,Follow,0
OTG,O,T,Plosive,G,Plosive,Follow,0
UTG,U,T,Plosive,G,Plosive,Follow,0
ATQ,A,T,Plosive,Q,Plosive,Follow,0
ETQ,E,T,Plosive,Q,Plosive,Follow,0
ITQ,I,T,Plosive,Q,Plosive,Follow,0
OTQ,O,T,Plosive,Q,Plosive,Follow,0
UTQ,U,T,Plosive,Q,Plosive,Follow,0
ADP,A,D,Plosive,P,Plosive,Follow,0
EDP,E,D,Plosive,P,Plosive,Follow,0
IDP,I,D,Plosive,P,Plosive,Follow,0
ODP,O,D,Plosive,P,Plosive,Follow,0
UDP,U,D,Plosive,P,Plosive,Follow,0
ADB,A,D,Plosive,B,Plosive,Follow,0
EDB,E,D,Plosive,B,Plosive,Follow,0
IDB,I,D,Plosive,B,Plosive,Follow,0
ODB,O,D,Plosive,B,Plosive,Follow,0
UDB,U,D,Plosive,B,Plosive,Follow,0
ADT,A,D,Plosive,T,Plosive,Follow,0
EDT,E,D,Plosive,T,Plosive,Follow,0
IDT,I,D,Plosive,T,Plosive,Follow,0
ODT,O,D,Plosive,T,Plosive,Follow,0
UDT,U,D,Plosive,T,Plosive,Follow,0
ADK,A,D,Plosive,K,Plosive,Follow,0
EDK,E,D,Plosive,K,Plosive,Follow,0
IDK,I,D,Plosive,K,Plosive,Follow,0
ODK,O,D,Plosive,K,Plosive,Follow,0
UDK,U,D,Plosive,K,Plosive,Follow,0
ADG,A,D,Plosive,G,Plosive,Follow,0
EDG,E,D,Plosive,G,Plosive,Follow,0
IDG,I,D,Plosive,G,Plosive,Follow,0
ODG,O,D,Plosive,G,Plosive,Follow,0
UDG,U,D,Plosive,G,Plosive,Follow,0
ADQ,A,D,Plosive,Q,Plosive,Follow,0
EDQ,E,D,Plosive,Q,Plosive,Follow,0
IDQ,I,D,Plosive,Q,Plosive,Follow,0
ODQ,O,D,Plosive,Q,Plosive,Follow,0
UDQ,U,D,Plosive,Q,Plosive,Follow,0
AKP,A,K,Plosive,P,Plosive,Follow,0
EKP,E,K,Plosive,P,Plosive,Follow,0
IKP,I,K,Plosive,P,Plosive,Follow,0
OKP,O,K,Plosive,P,Plosive,Follow,0
UKP,U,K,Plosive,P,Plosive,Follow,0
AKB,A,K,Plosive,B,Plosive,Follow,0
EKB,E,K,Plosive,B,Plosive,Follow,0
IKB,I,K,Plosive,B,Plosive,Follow,0
OKB,O,K,Plosive,B,Plosive,Follow,0
UKB,U,K,Plosive,B,Plosive,Follow,0
AKT,A,K,Plosive,T,Plosive,Follow,0
EKT,E,K,Plosive,T,Plosive,Follow,0
IKT,I,K,Plosive,T,Plosive,Follow,0
OKT,O,K,Plosive,T,Plosive,Follow,0
UKT,U,K,Plosive,T,Plosive,Follow,0
AKD,A,K,Plosive,D,Plosive,Follow,0
EKD,E,K,Plosive,D,Plosive,Follow,0
IKD,I,K,Plosive,D,Plosive,Follow,0
OKD,O,K,Plosive,D,Plosive,Follow,0
UKD,U,K,Plosive,D,Plosive,Follow,0
AKG,A,K,Plosive,G,Plosive,Follow,0
EKG,E,K,Plosive,G,Plosive,Follow,0
IKG,I,K,Plosive,G,Plosive,Follow,0
OKG,O,K,Plosive,G,Plosive,Follow,0
UKG,U,K,Plosive,G,Plosive,Follow,0
AKQ,A,K,Plosive,Q,Plosive,Follow,0
EKQ,E,K,Plosive,Q,Plosive,Follow,0
IKQ,I,K,Plosive,Q,Plosive,Follow,0
OKQ,O,K,Plosive,Q,Plosive,Follow,0
UKQ,U,K,Plosive,Q,Plosive,Follow,0
AGP,A,G,Plosive,P,Plosive,Follow,0
EGP,E,G,Plosive,P,Plosive,Follow,0
IGP,I,G,Plosive,P,Plosive,Follow,0
OGP,O,G,Plosive,P,Plosive,Follow,0
UGP,U,G,Plosive,P,Plosive,Follow,0
AGB,A,G,Plosive,B,Plosive,Follow,0
EGB,E,G,Plosive,B,Plosive,Follow,0
IGB,I,G,Plosive,B,Plosive,Follow,0
OGB,O,G,Plosive,B,Plosive,Follow,0
UGB,U,G,Plosive,B,Plosive,Follow,0
AGT,A,G,Plosive,T,Plosive,Follow,0
EGT,E,G,Plosive,T,Plosive,Follow,0
IGT,I,G,Plosive,T,Plosive,Follow,0
OGT,O,G,Plosive,T,Plosive,Follow,0
UGT,U,G,Plosive,T,Plosive,Follow,0
AGD,A,G,Plosive,D,Plosive,Follow,0
EGD,E,G,Plosive,D,Plosive,Follow,0
IGD,I,G,Plosive,D,Plosive,Follow,0
OGD,O,G,Plosive,D,Plosive,Follow,0
UGD,U,G,Plosive,D,Plosive,Follow,0
AGK,A,G,Plosive,K,Plosive,Follow,0
EGK,E,G,Plosive,K,Plosive,Follow,0
IGK,I,G,Plosive,K,Plosive,Follow,0
OGK,O,G,Plosive,K,Plosive,Follow,0
UGK,U,G,Plosive,K,Plosive,Follow,0
AGQ,A,G,Plosive,Q,Plosive,Follow,0
EGQ,E,G,Plosive,Q,Plosive,Follow,0
IGQ,I,G,Plosive,Q,Plosive,Follow,0
OGQ,O,G,Plosive,Q,Plosive,Follow,0
UGQ,U,G,Plosive,Q,Plosive,Follow,0
AQP,A,Q,Plosive,P,Plosive,Follow,0
EQP,E,Q,Plosive,P,Plosive,Follow,0
IQP,I,Q,Plosive,P,Plosive,Follow,0
OQP,O,Q,Plosive,P,Plosive,Follow,0
UQP,U,Q,Plosive,P,Plosive,Follow,0
AQB,A,Q,Plosive,B,Plosive,Follow,0
EQB,E,Q,Plosive,B,Plosive,Follow,0
IQB,I,Q,Plosive,B,Plosive,Follow,0
OQB,O,Q,Plosive,B,Plosive,Follow,0
UQB,U,Q,Plosive,B,Plosive,Follow,0
AQT,A,Q,Plosive,T,Plosive,Follow,0
EQT,E,Q,Plosive,T,Plosive,Follow,0
IQT,I,Q,Plosive,T,Plosive,Follow,0
OQT,O,Q,Plosive,T,Plosive,Follow,0
UQT,U,Q,Plosive,T,Plosive,Follow,0
AQD,A,Q,Plosive,D,Plosive,Follow,0
EQD,E,Q,Plosive,D,Plosive,Follow,0
IQD,I,Q,Plosive,D,Plosive,Follow,0
OQD,O,Q,Plosive,D,Plosive,Follow,0
UQD,U,Q,Plosive,D,Plosive,Follow,0
AQK,A,Q,Plosive,K,Plosive,Follow,0
EQK,E,Q,Plosive,K,Plosive,Follow,0
IQK,I,Q,Plosive,K,Plosive,Follow,0
OQK,O,Q,Plosive,K,Plosive,Follow,0
UQK,U,Q,Plosive,K,Plosive,Follow,0
AQG,A,Q,Plosive,G,Plosive,Follow,0
EQG,E,Q,Plosive,G,Plosive,Follow,0
IQG,I,Q,Plosive,G,Plosive,Follow,0
OQG,O,Q,Plosive,G,Plosive,Follow,0
UQG,U,Q,Plosive,G,Plosive,Follow,0
AFP,A,F,Fricative,P,Plosive,Follow,-1
EFP,E,F,Fricative,P,Plosive,Follow,-1
IFP,I,F,Fricative,P,Plosive,Follow,-1
OFP,O,F,Fricative,P,Plosive,Follow,-1
UFP,U,F,Fricative,P,Plosive,Follow,-1
AFB,A,F,Fricative,B,Plosive,Follow,-1
EFB,E,F,Fricative,B,Plosive,Follow,-1
IFB,I,F,Fricative,B,Plosive,Follow,-1
OFB,O,F,Fricative,B,Plosive,Follow,-1
UFB,U,F,Fricative,B,Plosive,Follow,-1
AFT,A,F,Fricative,T,Plosive,Follow,-1
EFT,E,F,Fricative,T,Plosive,Follow,-1
IFT,I,F,Fricative,T,Plosive,Follow,-1
OFT,O,F,Fricative,T,Plosive,Follow,-1
UFT,U,F,Fricative,T,Plosive,Follow,-1
AFD,A,F,Fricative,D,Plosive,Follow,-1
EFD,E,F,Fricative,D,Plosive,Follow,-1
IFD,I,F,Fricative,D,Plosive,Follow,-1
OFD,O,F,Fricative,D,Plosive,Follow,-1
UFD,U,F,Fricative,D,Plosive,Follow,-1
AFK,A,F,Fricative,K,Plosive,Follow,-1
EFK,E,F,Fricative,K,Plosive,Follow,-1
IFK,I,F,Fricative,K,Plosive,Follow,-1
OFK,O,F,Fricative,K,Plosive,Follow,-1
UFK,U,F,Fricative,K,Plosive,Follow,-1
AFG,A,F,Fricative,G,Plosive,Follow,-1
EFG,E,F,Fricative,G,Plosive,Follow,-1
IFG,I,F,Fricative,G,Plosive,Follow,-1
OFG,O,F,Fricative,G,Plosive,Follow,-1
UFG,U,F,Fricative,G,Plosive,Follow,-1
AFQ,A,F,Fricative,Q,Plosive,Follow,-1
EFQ,E,F,Fricative,Q,Plosive,Follow,-1
IFQ,I,F,Fricative,Q,Plosive,Follow,-1
OFQ,O,F,Fricative,Q,Plosive,Follow,-1
UFQ,U,F,Fricative,Q,Plosive,Follow,-1
AFV,A,F,Fricative,V,Fricative,Follow,0
EFV,E,F,Fricative,V,Fricative,Follow,0
IFV,I,F,Fricative,V,Fricative,Follow,0
OFV,O,F,Fricative,V,Fricative,Follow,0
UFV,U,F,Fricative,V,Fricative,Follow,0
AFTH,A,F,Fricative,TH,Fricative,Follow,0
EFTH,E,F,Fricative,TH,Fricative,Follow,0
IFTH,I,F,Fricative,TH,Fricative,Follow,0
OFTH,O,F,Fricative,TH,Fricative,Follow,0
UFTH,U,F,Fricative,TH,Fricative,Follow,0
AFDH,A,F,Fricative,DH,Fricative,Follow,0
EFDH,E,F,Fricative,DH,Fricative,Follow,0
IFDH,I,F,Fricative,DH,Fricative,Follow,0
OFDH,O,F,Fricative,DH,Fricative,Follow,0
UFDH,U,F,Fricative,DH,Fricative,Follow,0
AFS,A,F,Fricative,S,Fricative,Follow,0
EFS,E,F,Fricative,S,Fricative,Follow,0
IFS,I,F,Fricative,S,Fricative,Follow,0
OFS,O,F,Fricative,S,Fricative,Follow,0
UFS,U,F,Fricative,S,Fricative,Follow,0
AFZ,A,F,Fricative,Z,Fricative,Follow,0
EFZ,E,F,Fricative,Z,Fricative,Follow,0
IFZ,I,F,Fricative,Z,Fricative,Follow,0
OFZ,O,F,Fricative,Z,Fricative,Follow,0
UFZ,U,F,Fricative,Z,Fricative,Follow,0
AFSH,A,F,Fricative,SH,Fricative,Follow,0
EFSH,E,F,Fricative,SH,Fricative,Follow,0
IFSH,I,F,Fricative,SH,Fricative,Follow,0
OFSH,O,F,Fricative,SH,Fricative,Follow,0
UFSH,U,F,Fricative,SH,Fricative,Follow,0
AFZH,A,F,Fricative,ZH,Fricative,Follow,0
EFZH,E,F,Fricative,ZH,Fricative,Follow,0
IFZH,I,F,Fricative,ZH,Fricative,Follow,0
OFZH,O,F,Fricative,ZH,Fricative,Follow,0
UFZH,U,F,Fricative,ZH,Fricative,Follow,0
AFH,A,F,Fricative,H,Fricative,Follow,0
EFH,E,F,Fricative,H,Fricative,Follow,0
IFH,I,F,Fricative,H,Fricative,Follow,0
OFH,O,F,Fricative,H,Fricative,Follow,0
UFH,U,F,Fricative,H,Fricative,Follow,0
AVP,A,V,Fricative,P,Plosive,Follow,-1
EVP,E,V,Fricative,P,Plosive,Follow,-1
IVP,I,V,Fricative,P,Plosive,Follow,-1
OVP,O,V,Fricative,P,Plosive,Follow,-1
UVP,U,V,Fricative,P,Plosive,Follow,-1
AVB,A,V,Fricative,B,Plosive,Follow,-1
EVB,E,V,Fricative,B,Plosive,Follow,-1
IVB,I,V,Fricative,B,Plosive,Follow,-1
OVB,O,V,Fricative,B,Plosive,Follow,-1
UVB,U,V,Fricative,B,Plosive,Follow,-1
AVT,A,V,Fricative,T,Plosive,Follow,-1
EVT,E,V,Fricative,T,Plosive,Follow,-1
IVT,I,V,Fricative,T,Plosive,Follow,-1
OVT,O,V,Fricative,T,Plosive,Follow,-1
UVT,U,V,Fricative,T,Plosive,Follow,-1
AVD,A,V,Fricative,D,Plosive,Follow,-1
EVD,E,V,Fricative,D,Plosive,Follow,-1
IVD,I,V,Fricative,D,Plosive,Follow,-1
OVD,O,V,Fricative,D,Plosive,Follow,-1
UVD,U,V,Fricative,D,Plosive,Follow,-1
AVK,A,V,Fricative,K,Plosive,Follow,-1
EVK,E,V,Fricative,K,Plosive,Follow,-1
IVK,I,V,Fricative,K,Plosive,Follow,-1
OVK,O,V,Fricative,K,Plosive,Follow,-1
UVK,U,V,Fricative,K,Plosive,Follow,-1
AVG,A,V,Fricative,G,Plosive,Follow,-1
EVG,E,V,Fricative,G,Plosive,Follow,-1
IVG,I,V,Fricative,G,Plosive,Follow,-1
OVG,O,V,Fricative,G,Plosive,Follow,-1
UVG,U,V,Fricative,G,Plosive,Follow,-1
AVQ,A,V,Fricative,Q,Plosive,Follow,-1
EVQ,E,V,Fricative,Q,Plosive,Follow,-1
IVQ,I,V,Fricative,Q,Plosive,Follow,-1
OVQ,O,V,Fricative,Q,Plosive,Follow,-1
UVQ,U,V,Fricative,Q,Plosive,Follow,-1
AVF,A,V,Fricative,F,Fricative,Follow,0
EVF,E,V,Fricative,F,Fricative,Follow,0
IVF,I,V,Fricative,F,Fricative,Follow,0
OVF,O,V,Fricative,F,Fricative,Follow,0
UVF,U,V,Fricative,F,Fricative,Follow,0
AVTH,A,V,Fricative,TH,Fricative,Follow,0
EVTH,E,V,Fricative,TH,Fricative,Follow,0
IVTH,I,V,Fricative,TH,Fricative,Follow,0
OVTH,O,V,Fricative,TH,Fricative,Follow,0
UVTH,U,V,Fricative,TH,Fricative,Follow,0
AVDH,A,V,Fricative,DH,Fricative,Follow,0
EVDH,E,V,Fricative,DH,Fricative,Follow,0
IVDH,I,V,Fricative,DH,Fricative,Follow,0
OVDH,O,V,Fricative,DH,Fricative,Follow,0
UVDH,U,V,Fricative,DH,Fricative,Follow,0
AVS,A,V,Fricative,S,Fricative,Follow,0
EVS,E,V,Fricative,S,Fricative,Follow,0
IVS,I,V,Fricative,S,Fricative,Follow,0
OVS,O,V,Fricative,S,Fricative,Follow,0
UVS,U,V,Fricative,S,Fricative,Follow,0
AVZ,A,V,Fricative,Z,Fricative,Follow,0
EVZ,E,V,Fricative,Z,Fricative,Follow,0
IVZ,I,V,Fricative,Z,Fricative,Follow,0
OVZ,O,V,Fricative,Z,Fricative,Follow,0
UVZ,U,V,Fricative,Z,Fricative,Follow,0
AVSH,A,V,Fricative,SH,Fricative,Follow,0
EVSH,E,V,Fricative,SH,Fricative,Follow,0
IVSH,I,V,Fricative,SH,Fricative,Follow,0
OVSH,O,V,Fricative,SH,Fricative,Follow,0
UVSH,U,V,Fricative,SH,Fricative,Follow,0
AVZH,A,V,Fricative,ZH,Fricative,Follow,0
EVZH,E,V,Fricative,ZH,Fricative,Follow,0
IVZH,I,V,Fricative,ZH,Fricative,Follow,0
OVZH,O,V,Fricative,ZH,Fricative,Follow,0
UVZH,U,V,Fricative,ZH,Fricative,Follow,0
AVH,A,V,Fricative,H,Fricative,Follow,0
EVH,E,V,Fricative,H,Fricative,Follow,0
IVH,I,V,Fricative,H,Fricative,Follow,0
OVH,O,V,Fricative,H,Fricative,Follow,0
UVH,U,V,Fricative,H,Fricative,Follow,0
ATHP,A,TH,Fricative,P,Plosive,Follow,-1
ETHP,E,TH,Fricative,P,Plosive,Follow,-1
ITHP,I,TH,Fricative,P,Plosive,Follow,-1
OTHP,O,TH,Fricative,P,Plosive,Follow,-1
UTHP,U,TH,Fricative,P,Plosive,Follow,-1
ATHB,A,TH,Fricative,B,Plosive,Follow,-1
ETHB,E,TH,Fricative,B,Plosive,Follow,-1
ITHB,I,TH,Fricative,B,Plosive,Follow,-1
OTHB,O,TH,Fricative,B,Plosive,Follow,-1
UTHB,U,TH,Fricative,B,Plosive,Follow,-1
ATHT,A,TH,Fricative,T,Plosive,Follow,-1
ETHT,E,TH,Fricative,T,Plosive,Follow,-1
ITHT,I,TH,Fricative,T,Plosive,Follow,-1
OTHT,O,TH,Fricative,T,Plosive,Follow,-1
UTHT,U,TH,Fricative,T,Plosive,Follow,-1
ATHD,A,TH,Fricative,D,Plosive,Follow,-1
ETHD,E,TH,Fricative,D,Plosive,Follow,-1
ITHD,I,TH,Fricative,D,Plosive,Follow,-1
OTHD,O,TH,Fricative,D,Plosive,Follow,-1
UTHD,U,TH,Fricative,D,Plosive,Follow,-1
ATHK,A,TH,Fricative,K,Plosive,Follow,-1
ETHK,E,TH,Fricative,K,Plosive,Follow,-1
ITHK,I,TH,Fricative,K,Plosive,Follow,-1
OTHK,O,TH,Fricative,K,Plosive,Follow,-1
UTHK,U,TH,Fricative,K,Plosive,Follow,-1
ATHG,A,TH,Fricative,G,Plosive,Follow,-1
ETHG,E,TH,Fricative,G,Plosive,Follow,-1
ITHG,I,TH,Fricative,G,Plosive,Follow,-1
OTHG,O,TH,Fricative,G,Plosive,Follow,-1
UTHG,U,TH,Fricative,G,Plosive,Follow,-1
ATHQ,A,TH,Fricative,Q,Plosive,Follow,-1
ETHQ,E,TH,Fricative,Q,Plosive,Follow,-1
ITHQ,I,TH,Fricative,Q,Plosive,Follow,-1
OTHQ,O,TH,Fricative,Q,Plosive,Follow,-1
UTHQ,U,TH,Fricative,Q,Plosive,Follow,-1
ATHF,A,TH,Fricative,F,Fricative,Follow,0
ETHF,E,TH,Fricative,F,Fricative,Follow,0
ITHF,I,TH,Fricative,F,Fricative,Follow,0
OTHF,O,TH,Fricative,F,Fricative,Follow,0
UTHF,U,TH,Fricative,F,Fricative,Follow,0
ATHV,A,TH,Fricative,V,Fricative,Follow,0
ETHV,E,TH,Fricative,V,Fricative,Follow,0
ITHV,I,TH,Fricative,V,Fricative,Follow,0
OTHV,O,TH,Fricative,V,Fricative,Follow,0
UTHV,U,TH,Fricative,V,Fricative,Follow,0
ATHDH,A,TH,Fricative,DH,Fricative,Follow,0
ETHDH,E,TH,Fricative,DH,Fricative,Follow,0
ITHDH,I,TH,Fricative,DH,Fricative,Follow,0
OTHDH,O,TH,Fricative,DH,Fricative,Follow,0
UTHDH,U,TH,Fricative,DH,Fricative,Follow,0
ATHS,A,TH,Fricative,S,Fricative,Follow,0
ETHS,E,TH,Fricative,S,Fricative,Follow,0
ITHS,I,TH,Fricative,S,Fricative,Follow,0
OTHS,O,TH,Fricative,S,Fricative,Follow,0
UTHS,U,TH,Fricative,S,Fricative,Follow,0
ATHZ,A,TH,Fricative,Z,Fricative,Follow,0
ETHZ,E,TH,Fricative,Z,Fricative,Follow,0
ITHZ,I,TH,Fricative,Z,Fricative,Follow,0
OTHZ,O,TH,Fricative,Z,Fricative,Follow,0
UTHZ,U,TH,Fricative,Z,Fricative,Follow,0
ATHSH,A,TH,Fricative,SH,Fricative,Follow,0
ETHSH,E,TH,Fricative,SH,Fricative,Follow,0
ITHSH,I,TH,Fricative,SH,Fricative,Follow,0
OTHSH,O,TH,Fricative,SH,Fricative,Follow,0
UTHSH,U,TH,Fricative,SH,Fricative,Follow,0
ATHZH,A,TH,Fricative,ZH,Fricative,Follow,0
ETHZH,E,TH,Fricative,ZH,Fricative,Follow,0
ITHZH,I,TH,Fricative,ZH,Fricative,Follow,0
OTHZH,O,TH,Fricative,ZH,Fricative,Follow,0
UTHZH,U,TH,Fricative,ZH,Fricative,Follow,0
ATHH,A,TH,Fricative,H,Fricative,Follow,0
ETHH,E,TH,Fricative,H,Fricative,Follow,0
ITHH,I,TH,Fricative,H,Fricative,Follow,0
OTHH,O,TH,Fricative,H,Fricative,Follow,0
UTHH,U,TH,Fricative,H,Fricative,Follow,0
ADHP,A,DH,Fricative,P,Plosive,Follow,-1
EDHP,E,DH,Fricative,P,Plosive,Follow,-1
IDHP,I,DH,Fricative,P,Plosive,Follow,-1
ODHP,O,DH,Fricative,P,Plosive,Follow,-1
UDHP,U,DH,Fricative,P,Plosive,Follow,-1
ADHB,A,DH,Fricative,B,Plosive,Follow,-1
EDHB,E,DH,Fricative,B,Plosive,Follow,-1
IDHB,I,DH,Fricative,B,Plosive,Follow,-1
ODHB,O,DH,Fricative,B,Plosive,Follow,-1
UDHB,U,DH,Fricative,B,Plosive,Follow,-1
ADHT,A,DH,Fricative,T,Plosive,Follow,-1
EDHT,E,DH,Fricative,T,Plosive,Follow,-1
IDHT,I,DH,Fricative,T,Plosive,Follow,-1
ODHT,O,DH,Fricative,T,Plosive,Follow,-1
UDHT,U,DH,Fricative,T,Plosive,Follow,-1
ADHD,A,DH,Fricative,D,Plosive,Follow,-1
EDHD,E,DH,Fricative,D,Plosive,Follow,-1
IDHD,I,DH,Fricative,D,Plosive,Follow,-1
ODHD,O,DH,Fricative,D,Plosive,Follow,-1
UDHD,U,DH,Fricative,D,Plosive,Follow,-1
ADHK,A,DH,Fricative,K,Plosive,Follow,-1
EDHK,E,DH,Fricative,K,Plosive,Follow,-1
IDHK,I,DH,Fricative,K,Plosive,Follow,-1
ODHK,O,DH,Fricative,K,Plosive,Follow,-1
UDHK,U,DH,Fricative,K,Plosive,Follow,-1
ADHG,A,DH,Fricative,G,Plosive,Follow,-1
EDHG,E,DH,Fricative,G,Plosive,Follow,-1
IDHG,I,DH,Fricative,G,Plosive,Follow,-1
ODHG,O,DH,Fricative,G,Plosive,Follow,-1
UDHG,U,DH,Fricative,G,Plosive,Follow,-1
ADHQ,A,DH,Fricative,Q,Plosive,Follow,-1
EDHQ,E,DH,Fricative,Q,Plosive,Follow,-1
IDHQ,I,DH,Fricative,Q,Plosive,Follow,-1
ODHQ,O,DH,Fricative,Q,Plosive,Follow,-1
UDHQ,U,DH,Fricative,Q,Plosive,Follow,-1
ADHF,A,DH,Fricative,F,Fricative,Follow,0
EDHF,E,DH,Fricative,F,Fricative,Follow,0
IDHF,I,DH,Fricative,F,Fricative,Follow,0
ODHF,O,DH,Fricative,F,Fricative,Follow,0
UDHF,U,DH,Fricative,F,Fricative,Follow,0
ADHV,A,DH,Fricative,V,Fricative,Follow,0
EDHV,E,DH,Fricative,V,Fricative,Follow,0
IDHV,I,DH,Fricative,V,Fricative,Follow,0
ODHV,O,DH,Fricative,V,Fricative,Follow,0
UDHV,U,DH,Fricative,V,Fricative,Follow,0
ADHTH,A,DH,Fricative,TH,Fricative,Follow,0
EDHTH,E,DH,Fricative,TH,Fricative,Follow,0
IDHTH,I,DH,Fricative,TH,Fricative,Follow,0
ODHTH,O,DH,Fricative,TH,Fricative,Follow,0
UDHTH,U,DH,Fricative,TH,Fricative,Follow,0
ADHS,A,DH,Fricative,S,Fricative,Follow,0
EDHS,E,DH,Fricative,S,Fricative,Follow,0
IDHS,I,DH,Fricative,S,Fricative,Follow,0
ODHS,O,DH,Fricative,S,Fricative,Follow,0
UDHS,U,DH,Fricative,S,Fricative,Follow,0
ADHZ,A,DH,Fricative,Z,Fricative,Follow,0
EDHZ,E,DH,Fricative,Z,Fricative,Follow,0
IDHZ,I,DH,Fricative,Z,Fricative,Follow,0
ODHZ,O,DH,Fricative,Z,Fricative,Follow,0
UDHZ,U,DH,Fricative,Z,Fricative,Follow,0
ADHSH,A,DH,Fricative,SH,Fricative,Follow,0
EDHSH,E,DH,Fricative,SH,Fricative,Follow,0
IDHSH,I,DH,Fricative,SH,Fricative,Follow,0
ODHSH,O,DH,Fricative,SH,Fricative,Follow,0
UDHSH,U,DH,Fricative,SH,Fricative,Follow,0
ADHZH,A,DH,Fricative,ZH,Fricative,Follow,0
EDHZH,E,DH,Fricative,ZH,Fricative,Follow,0
IDHZH,I,DH,Fricative,ZH,Fricative,Follow,0
ODHZH,O,DH,Fricative,ZH,Fricative,Follow,0
UDHZH,U,DH,Fricative,ZH,Fricative,Follow,0
ADHH,A,DH,Fricative,H,Fricative,Follow,0
EDHH,E,DH,Fricative,H,Fricative,Follow,0
