CCV,C1,C1 Manner,C2,C2 Manner,V,SSP Status,Sonority Difference
KTHU,K,Plosive,TH,Fricative,U,Follow,1
KDHA,K,Plosive,DH,Fricative,A,Follow,1
KDHE,K,Plosive,DH,Fricative,E,Follow,1
KDHI,K,Plosive,DH,Fricative,I,Follow,1
KDHO,K,Plosive,DH,Fricative,O,Follow,1
KDHU,K,Plosive,DH,Fricative,U,Follow,1
KSA,K,Plosive,S,Fricative,A,Follow,1
KSE,K,Plosive,S,Fricative,E,Follow,1
KSI,K,Plosive,S,Fricative,I,Follow,1
KSO,K,Plosive,S,Fricative,O,Follow,1
KSU,K,Plosive,S,Fricative,U,Follow,1
KZA,K,Plosive,Z,Fricative,A,Follow,1
KZE,K,Plosive,Z,Fricative,E,Follow,1
KZI,K,Plosive,Z,Fricative,I,Follow,1
KZO,K,Plosive,Z,Fricative,O,Follow,1
KZU,K,Plosive,Z,Fricative,U,Follow,1
KSHA,K,Plosive,SH,Fricative,A,Follow,1
KSHE,K,Plosive,SH,Fricative,E,Follow,1
KSHI,K,Plosive,SH,Fricative,I,Follow,1
KSHO,K,Plosive,SH,Fricative,O,Follow,1
KSHU,K,Plosive,SH,Fricative,U,Follow,1
KZHA,K,Plosive,ZH,Fricative,A,Follow,1
KZHE,K,Plosive,ZH,Fricative,E,Follow,1
KZHI,K,Plosive,ZH,Fricative,I,Follow,1
KZHO,K,Plosive,ZH,Fricative,O,Follow,1
KZHU,K,Plosive,ZH,Fricative,U,Follow,1
KHA,K,Plosive,H,Fricative,A,Follow,1
KHE,K,Plosive,H,Fricative,E,Follow,1
KHI,K,Plosive,H,Fricative,I,Follow,1
KHO,K,Plosive,H,Fricative,O,Follow,1
KHU,K,Plosive,H,Fricative,U,Follow,1
KCHA,K,Plosive,CH,Affricate,A,Follow,2
KCHE,K,Plosive,CH,Affricate,E,Follow,2
KCHI,K,Plosive,CH,Affricate,I,Follow,2
KCHO,K,Plosive,CH,Affricate,O,Follow,2
KCHU,K,Plosive,CH,Affricate,U,Follow,2
KJHA,K,Plosive,JH,Affricate,A,Follow,2
KJHE,K,Plosive,JH,Affricate,E,Follow,2
KJHI,K,Plosive,JH,Affricate,I,Follow,2
KJHO,K,Plosive,JH,Affricate,O,Follow,2
KJHU,K,Plosive,JH,Affricate,U,Follow,2
KMA,K,Plosive,M,Nasal,A,Follow,3
KME,K,Plosive,M,Nasal,E,Follow,3
KMI,K,Plosive,M,Nasal,I,Follow,3
KMO,K,Plosive,M,Nasal,O,Follow,3
KMU,K,Plosive,M,Nasal,U,Follow,3
KNA,K,Plosive,N,Nasal,A,Follow,3
KNE,K,Plosive,N,Nasal,E,Follow,3
KNI,K,Plosive,N,Nasal,I,Follow,3
KNO,K,Plosive,N,Nasal,O,Follow,3
KNU,K,Plosive,N,Nasal,U,Follow,3
KNGA,K,Plosive,NG,Nasal,A,Follow,3
KNGE,K,Plosive,NG,Nasal,E,Follow,3
KNGI,K,Plosive,NG,Nasal,I,Follow,3
KNGO,K,Plosive,NG,Nasal,O,Follow,3
KNGU,K,Plosive,NG,Nasal,U,Follow,3
KLA,K,Plosive,L,Liquid,A,Follow,4
KLE,K,Plosive,L,Liquid,E,Follow,4
KLI,K,Plosive,L,Liquid,I,Follow,4
KLO,K,Plosive,L,Liquid,O,Follow,4
KLU,K,Plosive,L,Liquid,U,Follow,4
KRA,K,Plosive,R,Liquid,A,Follow,4
KRE,K,Plosive,R,Liquid,E,Follow,4
KRI,K,Plosive,R,Liquid,I,Follow,4
KRO,K,Plosive,R,Liquid,O,Follow,4
KRU,K,Plosive,R,Liquid,U,Follow,4
KYA,K,Plosive,Y,Glide,A,Follow,5
KYE,K,Plosive,Y,Glide,E,Follow,5
KYI,K,Plosive,Y,Glide,I,Follow,5
KYO,K,Plosive,Y,Glide,O,Follow,5
KYU,K,Plosive,Y,Glide,U,Follow,5
KWA,K,Plosive,W,Glide,A,Follow,5
KWE,K,Plosive,W,Glide,E,Follow,5
KWI,K,Plosive,W,Glide,I,Follow,5
KWO,K,Plosive,W,Glide,O,Follow,5
KWU,K,Plosive,W,Glide,U,Follow,5
GPA,G,Plosive,P,Plosive,A,Follow,0
GPE,G,Plosive,P,Plosive,E,Follow,0
GPI,G,Plosive,P,Plosive,I,Follow,0
GPO,G,Plosive,P,Plosive,O,Follow,0
GPU,G,Plosive,P,Plosive,U,Follow,0
GBA,G,Plosive,B,Plosive,A,Follow,0
GBE,G,Plosive,B,Plosive,E,Follow,0
GBI,G,Plosive,B,Plosive,I,Follow,0
GBO,G,Plosive,B,Plosive,O,Follow,0
GBU,G,Plosive,B,Plosive,U,Follow,0
GTA,G,Plosive,T,Plosive,A,Follow,0
GTE,G,Plosive,T,Plosive,E,Follow,0
GTI,G,Plosive,T,Plosive,I,Follow,0
GTO,G,Plosive,T,Plosive,O,Follow,0
GTU,G,Plosive,T,Plosive,U,Follow,0
GDA,G,Plosive,D,Plosive,A,Follow,0
GDE,G,Plosive,D,Plosive,E,Follow,0
GDI,G,Plosive,D,Plosive,I,Follow,0
GDO,G,Plosive,D,Plosive,O,Follow,0
GDU,G,Plosive,D,Plosive,U,Follow,0
GKA,G,Plosive,K,Plosive,A,Follow,0
GKE,G,Plosive,K,Plosive,E,Follow,0
GKI,G,Plosive,K,Plosive,I,Follow,0
GKO,G,Plosive,K,Plosive,O,Follow,0
GKU,G,Plosive,K,Plosive,U,Follow,0
GQA,G,Plosive,Q,Plosive,A,Follow,0
GQE,G,Plosive,Q,Plosive,E,Follow,0
GQI,G,Plosive,Q,Plosive,I,Follow,0
GQO,G,Plosive,Q,Plosive,O,Follow,0
GQU,G,Plosive,Q,Plosive,U,Follow,0
GFA,G,Plosive,F,Fricative,A,Follow,1
GFE,G,Plosive,F,Fricative,E,Follow,1
GFI,G,Plosive,F,Fricative,I,Follow,1
GFO,G,Plosive,F,Fricative,O,Follow,1
GFU,G,Plosive,F,Fricative,U,Follow,1
GVA,G,Plosive,V,Fricative,A,Follow,1
GVE,G,Plosive,V,Fricative,E,Follow,1
GVI,G,Plosive,V,Fricative,I,Follow,1
GVO,G,Plosive,V,Fricative,O,Follow,1
GVU,G,Plosive,V,Fricative,U,Follow,1
GTHA,G,Plosive,TH,Fricative,A,Follow,1
GTHE,G,Plosive,TH,Fricative,E,Follow,1
GTHI,G,Plosive,TH,Fricative,I,Follow,1
GTHO,G,Plosive,TH,Fricative,O,Follow,1
GTHU,G,Plosive,TH,Fricative,U,Follow,1
GDHA,G,Plosive,DH,Fricative,A,Follow,1
GDHE,G,Plosive,DH,Fricative,E,Follow,1
GDHI,G,Plosive,DH,Fricative,I,Follow,1
GDHO,G,Plosive,DH,Fricative,O,Follow,1
GDHU,G,Plosive,DH,Fricative,U,Follow,1
GSA,G,Plosive,S,Fricative,A,Follow,1
GSE,G,Plosive,S,Fricative,E,Follow,1
GSI,G,Plosive,S,Fricative,I,Follow,1
GSO,G,Plosive,S,Fricative,O,Follow,1
GSU,G,Plosive,S,Fricative,U,Follow,1
GZA,G,Plosive,Z,Fricative,A,Follow,1
GZE,G,Plosive,Z,Fricative,E,Follow,1
GZI,G,Plosive,Z,Fricative,I,Follow,1
GZO,G,Plosive,Z,Fricative,O,Follow,1
GZU,G,Plosive,Z,Fricative,U,Follow,1
GSHA,G,Plosive,SH,Fricative,A,Follow,1
GSHE,G,Plosive,SH,Fricative,E,Follow,1
GSHI,G,Plosive,SH,Fricative,I,Follow,1
GSHO,G,Plosive,SH,Fricative,O,Follow,1
GSHU,G,Plosive,SH,Fricative,U,Follow,1
GZHA,G,Plosive,ZH,Fricative,A,Follow,1
GZHE,G,Plosive,ZH,Fricative,E,Follow,1
GZHI,G,Plosive,ZH,Fricative,I,Follow,1
GZHO,G,Plosive,ZH,Fricative,O,Follow,1
GZHU,G,Plosive,ZH,Fricative,U,Follow,1
GHA,G,Plosive,H,Fricative,A,Follow,1
GHE,G,Plosive,H,Fricative,E,Follow,1
GHI,G,Plosive,H,Fricative,I,Follow,1
GHO,G,Plosive,H,Fricative,O,Follow,1
GHU,G,Plosive,H,Fricative,U,Follow,1
GCHA,G,Plosive,CH,Affricate,A,Follow,2
GCHE,G,Plosive,CH,Affricate,E,Follow,2
GCHI,G,Plosive,CH,Affricate,I,Follow,2
GCHO,G,Plosive,CH,Affricate,O,Follow,2
GCHU,G,Plosive,CH,Affricate,U,Follow,2
GJHA,G,Plosive,JH,Affricate,A,Follow,2
GJHE,G,Plosive,JH,Affricate,E,Follow,2
GJHI,G,Plosive,JH,Affricate,I,Follow,2
GJHO,G,Plosive,JH,Affricate,O,Follow,2
GJHU,G,Plosive,JH,Affricate,U,Follow,2
GMA,G,Plosive,M,Nasal,A,Follow,3
GME,G,Plosive,M,Nasal,E,Follow,3
GMI,G,Plosive,M,Nasal,I,Follow,3
GMO,G,Plosive,M,Nasal,O,Follow,3
GMU,G,Plosive,M,Nasal,U,Follow,3
GNA,G,Plosive,N,Nasal,A,Follow,3
GNE,G,Plosive,N,Nasal,E,Follow,3
GNI,G,Plosive,N,Nasal,I,Follow,3
GNO,G,Plosive,N,Nasal,O,Follow,3
GNU,G,Plosive,N,Nasal,U,Follow,3
GNGA,G,Plosive,NG,Nasal,A,Follow,3
GNGE,G,Plosive,NG,Nasal,E,Follow,3
GNGI,G,Plosive,NG,Nasal,I,Follow,3
GNGO,G,Plosive,NG,Nasal,O,Follow,3
GNGU,G,Plosive,NG,Nasal,U,Follow,3
GLA,G,Plosive,L,Liquid,A,Follow,4
GLE,G,Plosive,L,Liquid,E,Follow,4
GLI,G,Plosive,L,Liquid,I,Follow,4
GLO,G,Plosive,L,Liquid,O,Follow,4
GLU,G,Plosive,L,Liquid,U,Follow,4
GRA,G,Plosive,R,Liquid,A,Follow,4
GRE,G,Plosive,R,Liquid,E,Follow,4
GRI,G,Plosive,R,Liquid,I,Follow,4
GRO,G,Plosive,R,Liquid,O,Follow,4
GRU,G,Plosive,R,Liquid,U,Follow,4
GYA,G,Plosive,Y,Glide,A,Follow,5
GYE,G,Plosive,Y,Glide,E,Follow,5
GYI,G,Plosive,Y,Glide,I,Follow,5
GYO,G,Plosive,Y,Glide,O,Follow,5
GYU,G,Plosive,Y,Glide,U,Follow,5
GWA,G,Plosive,W,Glide,A,Follow,5
GWE,G,Plosive,W,Glide,E,Follow,5
GWI,G,Plosive,W,Glide,I,Follow,5
GWO,G,Plosive,W,Glide,O,Follow,5
GWU,G,Plosive,W,Glide,U,Follow,5
QPA,Q,Plosive,P,Plosive,A,Follow,0
QPE,Q,Plosive,P,Plosive,E,Follow,0
QPI,Q,Plosive,P,Plosive,I,Follow,0
QPO,Q,Plosive,P,Plosive,O,Follow,0
QPU,Q,Plosive,P,Plosive,U,Follow,0
QBA,Q,Plosive,B,Plosive,A,Follow,0
QBE,Q,Plosive,B,Plosive,E,Follow,0
QBI,Q,Plosive,B,Plosive,I,Follow,0
QBO,Q,Plosive,B,Plosive,O,Follow,0
QBU,Q,Plosive,B,Plosive,U,Follow,0
QTA,Q,Plosive,T,Plosive,A,Follow,0
QTE,Q,Plosive,T,Plosive,E,Follow,0
QTI,Q,Plosive,T,Plosive,I,Follow,0
QTO,Q,Plosive,T,Plosive,O,Follow,0
QTU,Q,Plosive,T,Plosive,U,Follow,0
QDA,Q,Plosive,D,Plosive,A,Follow,0
QDE,Q,Plosive,D,Plosive,E,Follow,0
QDI,Q,Plosive,D,Plosive,I,Follow,0
QDO,Q,Plosive,D,Plosive,O,Follow,0
QDU,Q,Plosive,D,Plosive,U,Follow,0
QKA,Q,Plosive,K,Plosive,A,Follow,0
QKE,Q,Plosive,K,Plosive,E,Follow,0
QKI,Q,Plosive,K,Plosive,I,Follow,0
QKO,Q,Plosive,K,Plosive,O,Follow,0
QKU,Q,Plosive,K,Plosive,U,Follow,0
QGA,Q,Plosive,G,Plosive,A,Follow,0
QGE,Q,Plosive,G,Plosive,E,Follow,0
QGI,Q,Plosive,G,Plosive,I,Follow,0
QGO,Q,Plosive,G,Plosive,O,Follow,0
QGU,Q,Plosive,G,Plosive,U,Follow,0
QFA,Q,Plosive,F,Fricative,A,Follow,1
QFE,Q,Plosive,F,Fricative,E,Follow,1
QFI,Q,Plosive,F,Fricative,I,Follow,1
QFO,Q,Plosive,F,Fricative,O,Follow,1
QFU,Q,Plosive,F,Fricative,U,Follow,1
QVA,Q,Plosive,V,Fricative,A,Follow,1
QVE,Q,Plosive,V,Fricative,E,Follow,1
QVI,Q,Plosive,V,Fricative,I,Follow,1
QVO,Q,Plosive,V,Fricative,O,Follow,1
QVU,Q,Plosive,V,Fricative,U,Follow,1
QTHA,Q,Plosive,TH,Fricative,A,Follow,1
QTHE,Q,Plosive,TH,Fricative,E,Follow,1
QTHI,Q,Plosive,TH,Fricative,I,Follow,1
QTHO,Q,Plosive,TH,Fricative,O,Follow,1
QTHU,Q,Plosive,TH,Fricative,U,Follow,1
QDHA,Q,Plosive,DH,Fricative,A,Follow,1
QDHE,Q,Plosive,DH,Fricative,E,Follow,1
QDHI,Q,Plosive,DH,Fricative,I,Follow,1
QDHO,Q,Plosive,DH,Fricative,O,Follow,1
QDHU,Q,Plosive,DH,Fricative,U,Follow,1
QSA,Q,Plosive,S,Fricative,A,Follow,1
QSE,Q,Plosive,S,Fricative,E,Follow,1
QSI,Q,Plosive,S,Fricative,I,Follow,1
QSO,Q,Plosive,S,Fricative,O,Follow,1
QSU,Q,Plosive,S,Fricative,U,Follow,1
QZA,Q,Plosive,Z,Fricative,A,Follow,1
QZE,Q,Plosive,Z,Fricative,E,Follow,1
QZI,Q,Plosive,Z,Fricative,I,Follow,1
QZO,Q,Plosive,Z,Fricative,O,Follow,1
QZU,Q,Plosive,Z,Fricative,U,Follow,1
QSHA,Q,Plosive,SH,Fricative,A,Follow,1
QSHE,Q,Plosive,SH,Fricative,E,Follow,1
QSHI,Q,Plosive,SH,Fricative,I,Follow,1
QSHO,Q,Plosive,SH,Fricative,O,Follow,1
QSHU,Q,Plosive,SH,Fricative,U,Follow,1
QZHA,Q,Plosive,ZH,Fricative,A,Follow,1
QZHE,Q,Plosive,ZH,Fricative,E,Follow,1
QZHI,Q,Plosive,ZH,Fricative,I,Follow,1
QZHO,Q,Plosive,ZH,Fricative,O,Follow,1
QZHU,Q,Plosive,ZH,Fricative,U,Follow,1
QHA,Q,Plosive,H,Fricative,A,Follow,1
QHE,Q,Plosive,H,Fricative,E,Follow,1
QHI,Q,Plosive,H,Fricative,I,Follow,1
QHO,Q,Plosive,H,Fricative,O,Follow,1
QHU,Q,Plosive,H,Fricative,U,Follow,1
QCHA,Q,Plosive,CH,Affricate,A,Follow,2
QCHE,Q,Plosive,CH,Affricate,E,Follow,2
QCHI,Q,Plosive,CH,Affricate,I,Follow,2
QCHO,Q,Plosive,CH,Affricate,O,Follow,2
QCHU,Q,Plosive,CH,Affricate,U,Follow,2
QJHA,Q,Plosive,JH,Affricate,A,Follow,2
QJHE,Q,Plosive,JH,Affricate,E,Follow,2
QJHI,Q,Plosive,JH,Affricate,I,Follow,2
QJHO,Q,Plosive,JH,Affricate,O,Follow,2
QJHU,Q,Plosive,JH,Affricate,U,Follow,2
QMA,Q,Plosive,M,Nasal,A,Follow,3
QME,Q,Plosive,M,Nasal,E,Follow,3
QMI,Q,Plosive,M,Nasal,I,Follow,3
QMO,Q,Plosive,M,Nasal,O,Follow,3
QMU,Q,Plosive,M,Nasal,U,Follow,3
QNA,Q,Plosive,N,Nasal,A,Follow,3
QNE,Q,Plosive,N,Nasal,E,Follow,3
QNI,Q,Plosive,N,Nasal,I,Follow,3
QNO,Q,Plosive,N,Nasal,O,Follow,3
QNU,Q,Plosive,N,Nasal,U,Follow,3
QNGA,Q,Plosive,NG,Nasal,A,Follow,3
QNGE,Q,Plosive,NG,Nasal,E,Follow,3
QNGI,Q,Plosive,NG,Nasal,I,Follow,3
QNGO,Q,Plosive,NG,Nasal,O,Follow,3
QNGU,Q,Plosive,NG,Nasal,U,Follow,3
QLA,Q,Plosive,L,Liquid,A,Follow,4
QLE,Q,Plosive,L,Liquid,E,Follow,4
QLI,Q,Plosive,L,Liquid,I,Follow,4
QLO,Q,Plosive,L,Liquid,O,Follow,4
QLU,Q,Plosive,L,Liquid,U,Follow,4
QRA,Q,Plosive,R,Liquid,A,Follow,4
QRE,Q,Plosive,R,Liquid,E,Follow,4
QRI,Q,Plosive,R,Liquid,I,Follow,4
QRO,Q,Plosive,R,Liquid,O,Follow,4
QRU,Q,Plosive,R,Liquid,U,Follow,4
QYA,Q,Plosive,Y,Glide,A,Follow,5
QYE,Q,Plosive,Y,Glide,E,Follow,5
QYI,Q,Plosive,Y,Glide,I,Follow,5
QYO,Q,Plosive,Y,Glide,O,Follow,5
QYU,Q,Plosive,Y,Glide,U,Follow,5
QWA,Q,Plosive,W,Glide,A,Follow,5
QWE,Q,Plosive,W,Glide,E,Follow,5
QWI,Q,Plosive,W,Glide,I,Follow,5
QWO,Q,Plosive,W,Glide,O,Follow,5
QWU,Q,Plosive,W,Glide,U,Follow,5
FVA,F,Fricative,V,Fricative,A,Follow,0
FVE,F,Fricative,V,Fricative,E,Follow,0
FVI,F,Fricative,V,Fricative,I,Follow,0
FVO,F,Fricative,V,Fricative,O,Follow,0
FVU,F,Fricative,V,Fricative,U,Follow,0
FTHA,F,Fricative,TH,Fricative,A,Follow,0
FTHE,F,Fricative,TH,Fricative,E,Follow,0
FTHI,F,Fricative,TH,Fricative,I,Follow,0
FTHO,F,Fricative,TH,Fricative,O,Follow,0
FTHU,F,Fricative,TH,Fricative,U,Follow,0
FDHA,F,Fricative,DH,Fricative,A,Follow,0
FDHE,F,Fricative,DH,Fricative,E,Follow,0
FDHI,F,Fricative,DH,Fricative,I,Follow,0
FDHO,F,Fricative,DH,Fricative,O,Follow,0
FDHU,F,Fricative,DH,Fricative,U,Follow,0
FSA,F,Fricative,S,Fricative,A,Follow,0
FSE,F,Fricative,S,Fricative,E,Follow,0
FSI,F,Fricative,S,Fricative,I,Follow,0
FSO,F,Fricative,S,Fricative,O,Follow,0
FSU,F,Fricative,S,Fricative,U,Follow,0
FZA,F,Fricative,Z,Fricative,A,Follow,0
FZE,F,Fricative,Z,Fricative,E,Follow,0
FZI,F,Fricative,Z,Fricative,I,Follow,0
FZO,F,Fricative,Z,Fricative,O,Follow,0
FZU,F,Fricative,Z,Fricative,U,Follow,0
FSHA,F,Fricative,SH,Fricative,A,Follow,0
FSHE,F,Fricative,SH,Fricative,E,Follow,0
FSHI,F,Fricative,SH,Fricative,I,Follow,0
FSHO,F,Fricative,SH,Fricative,O,Follow,0
FSHU,F,Fricative,SH,Fricative,U,Follow,0
FZHA,F,Fricative,ZH,Fricative,A,Follow,0
FZHE,F,Fricative,ZH,Fricative,E,Follow,0
FZHI,F,Fricative,ZH,Fricative,I,Follow,0
FZHO,F,Fricative,ZH,Fricative,O,Follow,0
FZHU,F,Fricative,ZH,Fricative,U,Follow,0
FHA,F,Fricative,H,Fricative,A,Follow,0
FHE,F,Fricative,H,Fricative,E,Follow,0
FHI,F,Fricative,H,Fricative,I,Follow,0
FHO,F,Fricative,H,Fricative,O,Follow,0
FHU,F,Fricative,H,Fricative,U,Follow,0
FCHA,F,Fricative,CH,Affricate,A,Follow,1
FCHE,F,Fricative,CH,Affricate,E,Follow,1
FCHI,F,Fricative,CH,Affricate,I,Follow,1
FCHO,F,Fricative,CH,Affricate,O,Follow,1
FCHU,F,Fricative,CH,Affricate,U,Follow,1
FJHA,F,Fricative,JH,Affricate,A,Follow,1
FJHE,F,Fricative,JH,Affricate,E,Follow,1
FJHI,F,Fricative,JH,Affricate,I,Follow,1
FJHO,F,Fricative,JH,Affricate,O,Follow,1
FJHU,F,Fricative,JH,Affricate,U,Follow,1
FMA,F,Fricative,M,Nasal,A,Follow,2
FME,F,Fricative,M,Nasal,E,Follow,2
FMI,F,Fricative,M,Nasal,I,Follow,2
FMO,F,Fricative,M,Nasal,O,Follow,2
FMU,F,Fricative,M,Nasal,U,Follow,2
FNA,F,Fricative,N,Nasal,A,Follow,2
FNE,F,Fricative,N,Nasal,E,Follow,2
FNI,F,Fricative,N,Nasal,I,Follow,2
FNO,F,Fricative,N,Nasal,O,Follow,2
FNU,F,Fricative,N,Nasal,U,Follow,2
FNGA,F,Fricative,NG,Nasal,A,Follow,2
FNGE,F,Fricative,NG,Nasal,E,Follow,2
FNGI,F,Fricative,NG,Nasal,I,Follow,2
FNGO,F,Fricative,NG,Nasal,O,Follow,2
FNGU,F,Fricative,NG,Nasal,U,Follow,2
FLA,F,Fricative,L,Liquid,A,Follow,3
FLE,F,Fricative,L,Liquid,E,Follow,3
FLI,F,Fricative,L,Liquid,I,Follow,3
FLO,F,Fricative,L,Liquid,O,Follow,3
FLU,F,Fricative,L,Liquid,U,Follow,3
FRA,F,Fricative,R,Liquid,A,Follow,3
FRE,F,Fricative,R,Liquid,E,Follow,3
FRI,F,Fricative,R,Liquid,I,Follow,3
FRO,F,Fricative,R,Liquid,O,Follow,3
FRU,F,Fricative,R,Liquid,U,Follow,3
FYA,F,Fricative,Y,Glide,A,Follow,4
FYE,F,Fricative,Y,Glide,E,Follow,4
FYI,F,Fricative,Y,Glide,I,Follow,4
FYO,F,Fricative,Y,Glide,O,Follow,4
FYU,F,Fricative,Y,Glide,U,Follow,4
FWA,F,Fricative,W,Glide,A,Follow,4
FWE,F,Fricative,W,Glide,E,Follow,4
FWI,F,Fricative,W,Glide,I,Follow,4
FWO,F,Fricative,W,Glide,O,Follow,4
FWU,F,Fricative,W,Glide,U,Follow,4
VFA,V,Fricative,F,Fricative,A,Follow,0
VFE,V,Fricative,F,Fricative,E,Follow,0
VFI,V,Fricative,F,Fricative,I,Follow,0
VFO,V,Fricative,F,Fricative,O,Follow,0
VFU,V,Fricative,F,Fricative,U,Follow,0
VTHA,V,Fricative,TH,Fricative,A,Follow,0
VTHE,V,Fricative,TH,Fricative,E,Follow,0
VTHI,V,Fricative,TH,Fricative,I,Follow,0
VTHO,V,Fricative,TH,Fricative,O,Follow,0
VTHU,V,Fricative,TH,Fricative,U,Follow,0
VDHA,V,Fricative,DH,Fricative,A,Follow,0
VDHE,V,Fricative,DH,Fricative,E,Follow,0
VDHI,V,Fricative,DH,Fricative,I,Follow,0
VDHO,V,Fricative,DH,Fricative,O,Follow,0
VDHU,V,Fricative,DH,Fricative,U,Follow,0
VSA,V,Fricative,S,Fricative,A,Follow,0
VSE,V,Fricative,S,Fricative,E,Follow,0
VSI,V,Fricative,S,Fricative,I,Follow,0
VSO,V,Fricative,S,Fricative,O,Follow,0
VSU,V,Fricative,S,Fricative,U,Follow,0
VZA,V,Fricative,Z,Fricative,A,Follow,0
VZE,V,Fricative,Z,Fricative,E,Follow,0
VZI,V,Fricative,Z,Fricative,I,Follow,0
VZO,V,Fricative,Z,Fricative,O,Follow,0
VZU,V,Fricative,Z,Fricative,U,Follow,0
VSHA,V,Fricative,SH,Fricative,A,Follow,0
VSHE,V,Fricative,SH,Fricative,E,Follow,0
VSHI,V,Fricative,SH,Fricative,I,Follow,0
VSHO,V,Fricative,SH,Fricative,O,Follow,0
VSHU,V,Fricative,SH,Fricative,U,Follow,0
VZHA,V,Fricative,ZH,Fricative,A,Follow,0
VZHE,V,Fricative,ZH,Fricative,E,Follow,0
VZHI,V,Fricative,ZH,Fricative,I,Follow,0
VZHO,V,Fricative,ZH,Fricative,O,Follow,0
VZHU,V,Fricative,ZH,Fricative,U,Follow,0
VHA,V,Fricative,H,Fricative,A,Follow,0
VHE,V,Fricative,H,Fricative,E,Follow,0
VHI,V,Fricative,H,Fricative,I,Follow,0
VHO,V,Fricative,H,Fricative,O,Follow,0
VHU,V,Fricative,H,Fricative,U,Follow,0
VCHA,V,Fricative,CH,Affricate,A,Follow,1
VCHE,V,Fricative,CH,Affricate,E,Follow,1
VCHI,V,Fricative,CH,Affricate,I,Follow,1
VCHO,V,Fricative,CH,Affricate,O,Follow,1
VCHU,V,Fricative,CH,Affricate,U,Follow,1
VJHA,V,Fricative,JH,Affricate,A,Follow,1
VJHE,V,Fricative,JH,Affricate,E,Follow,1
VJHI,V,Fricative,JH,Affricate,I,Follow,1
VJHO,V,Fricative,JH,Affricate,O,Follow,1
VJHU,V,Fricative,JH,Affricate,U,Follow,1
VMA,V,Fricative,M,Nasal,A,Follow,2
VME,V,Fricative,M,Nasal,E,Follow,2
VMI,V,Fricative,M,Nasal,I,Follow,2
VMO,V,Fricative,M,Nasal,O,Follow,2
VMU,V,Fricative,M,Nasal,U,Follow,2
VNA,V,Fricative,N,Nasal,A,Follow,2
VNE,V,Fricative,N,Nasal,E,Follow,2
VNI,V,Fricative,N,Nasal,I,Follow,2
VNO,V,Fricative,N,Nasal,O,Follow,2
VNU,V,Fricative,N,Nasal,U,Follow,2
VNGA,V,Fricative,NG,Nasal,A,Follow,2
VNGE,V,Fricative,NG,Nasal,E,Follow,2
VNGI,V,Fricative,NG,Nasal,I,Follow,2
VNGO,V,Fricative,NG,Nasal,O,Follow,2
VNGU,V,Fricative,NG,Nasal,U,Follow,2
VLA,V,Fricative,L,Liquid,A,Follow,3
VLE,V,Fricative,L,Liquid,E,Follow,3
VLI,V,Fricative,L,Liquid,I,Follow,3
VLO,V,Fricative,L,Liquid,O,Follow,3
VLU,V,Fricative,L,Liquid,U,Follow,3
VRA,V,Fricative,R,Liquid,A,Follow,3
VRE,V,Fricative,R,Liquid,E,Follow,3
VRI,V,Fricative,R,Liquid,I,Follow,3
VRO,V,Fricative,R,Liquid,O,Follow,3
VRU,V,Fricative,R,Liquid,U,Follow,3
VYA,V,Fricative,Y,Glide,A,Follow,4
VYE,V,Fricative,Y,Glide,E,Follow,4
VYI,V,Fricative,Y,Glide,I,Follow,4
VYO,V,Fricative,Y,Glide,O,Follow,4
VYU,V,Fricative,Y,Glide,U,Follow,4
VWA,V,Fricative,W,Glide,A,Follow,4
VWE,V,Fricative,W,Glide,E,Follow,4
VWI,V,Fricative,W,Glide,I,Follow,4
VWO,V,Fricative,W,Glide,O,Follow,4
VWU,V,Fricative,W,Glide,U,Follow,4
THFA,TH,Fricative,F,Fricative,A,Follow,0
THFE,TH,Fricative,F,Fricative,E,Follow,0
THFI,TH,Fricative,F,Fricative,I,Follow,0
THFO,TH,Fricative,F,Fricative,O,Follow,0
THFU,TH,Fricative,F,Fricative,U,Follow,0
THVA,TH,Fricative,V,Fricative,A,Follow,0
THVE,TH,Fricative,V,Fricative,E,Follow,0
THVI,TH,Fricative,V,Fricative,I,Follow,0
THVO,TH,Fricative,V,Fricative,O,Follow,0
THVU,TH,Fricative,V,Fricative,U,Follow,0
THDHA,TH,Fricative,DH,Fricative,A,Follow,0
THDHE,TH,Fricative,DH,Fricative,E,Follow,0
THDHI,TH,Fricative,DH,Fricative,I,Follow,0
THDHO,TH,Fricative,DH,Fricative,O,Follow,0
THDHU,TH,Fricative,DH,Fricative,U,Follow,0
THSA,TH,Fricative,S,Fricative,A,Follow,0
THSE,TH,Fricative,S,Fricative,E,Follow,0
THSI,TH,Fricative,S,Fricative,I,Follow,0
THSO,TH,Fricative,S,Fricative,O,Follow,0
THSU,TH,Fricative,S,Fricative,U,Follow,0
THZA,TH,Fricative,Z,Fricative,A,Follow,0
THZE,TH,Fricative,Z,Fricative,E,Follow,0
THZI,TH,Fricative,Z,Fricative,I,Follow,0
THZO,TH,Fricative,Z,Fricative,O,Follow,0
THZU,TH,Fricative,Z,Fricative,U,Follow,0
THSHA,TH,Fricative,SH,Fricative,A,Follow,0
THSHE,TH,Fricative,SH,Fricative,E,Follow,0
THSHI,TH,Fricative,SH,Fricative,I,Follow,0
THSHO,TH,Fricative,SH,Fricative,O,Follow,0
THSHU,TH,Fricative,SH,Fricative,U,Follow,0
